palabra	frecPos	frecNeg
element	151	97
rocks	47	26
features	242	168
skippy	8	0
family	1232	696
ties	32	22
gene	96	50
simmons	38	8
kiss	58	42
ozzy	8	4
osbourne	5	5
preacher	9	17
backwards	20	21
vinyl	8	2
thats	67	137
use	505	568
records	33	12
eddie	145	49
rockstar	6	2
player	96	86
begin	187	247
scary	225	387
speakers	7	10
stereo	8	12
becomes	457	383
possessed	27	46
hoping	79	170
favorite	552	173
warning	71	121
possible	276	337
spoilers	149	213
ahhh	1	1
utterly	93	189
addicted	26	19
spoof	41	60
room	276	274
list	164	194
playful	13	8
kitsch	10	3
cartoon	119	180
stills	11	11
enchanting	22	0
peres	1	0
prez	3	2
prado	1	0
mambo	3	1
curiously	19	17
uncredited	12	9
grunts	4	6
unmistakable	8	6
familiar	212	124
names	96	142
kathy	14	19
najimi	2	0
plus	181	210
teri	10	1
hatcher	8	1
superman	63	135
imbued	4	4
shallow	44	118
injustices	4	2
flung	4	6
various	221	163
actresses	119	100
producers	88	205
daytime	13	16
peeking	4	0
careers	34	31
excuse	39	199
fashioned	61	32
delicious	27	7
farce	26	47
harling	3	0
penned	18	12
riotous	5	1
feels	238	267
gift	48	28
us	1291	1005
cliched	5	23
dim	11	26
drizzling	1	0
jealousy	24	11
celeste	23	5
talbert	3	0
sally	46	34
field	83	88
perennial	11	3
award	159	81
nicknamed	2	3
sweetheart	17	2
emmies	1	0
awards	87	59
introduce	26	25
sun	53	59
vain	18	26
fears	55	19
contrary	37	36
wins	62	40
overjoyed	3	0
genuine	97	60
thrill	39	29
adam	106	69
nguh	1	0
absence	34	39
justification	12	18
entire	367	526
instantly	46	34
neuroses	6	1
cries	11	19
screeches	3	5
wrings	1	1
hands	189	192
dresser	3	1
tawnee	3	0
constantly	134	117
waddling	2	1
unseen	39	22
fog	25	18
paranoia	34	18
indulges	4	3
taste	129	138
tammy	4	4
faye	5	20
baker	57	53
specifically	31	29
hired	50	67
rosie	9	13
schwartz	2	2
whoopi	32	17
goldberg	38	37
head	403	542
support	150	93
networks	7	12
freaks	16	27
offers	138	75
write	124	283
months	91	68
maggie	33	23
went	424	484
dalai	2	6
lama	3	6
doubts	38	14
moved	126	59
la	161	150
fernando	13	8
lamas	6	14
skewering	3	0
affronting	1	0
beefcake	6	1
lorenzo	8	10
son	453	362
aforementioned	29	39
d	833	1208
economics	3	2
stein	3	3
ferris	4	4
bueller	4	3
deadeningly	1	2
calls	67	95
roll	127	101
pleasure	131	64
nitwit	2	4
hidden	149	74
member	106	112
include	125	96
garry	3	3
marshall	28	27
penny	25	20
million	91	137
command	27	25
decisions	41	32
says	302	351
likes	145	152
peppy	1	0
cheap	121	404
carrie	62	19
fisher	64	11
betsy	4	11
sharon	26	25
bitch	16	30
geoffrey	23	7
anderson	79	83
kevin	79	79
kline	32	11
yummy	10	3
dinner	41	50
theater	215	298
rescued	12	27
david	421	217
seaton	1	2
barnes	17	11
downey	35	13
canned	5	11
earlier	214	181
presents	86	44
logical	40	33
challenges	31	14
scriptwriters	4	14
rod	13	24
randall	23	6
supposed	196	714
decapitated	5	15
somehow	204	262
difficulties	31	9
choo	2	0
washington	113	60
bridge	58	27
longer	131	142
shake	29	34
mascara	1	3
degenerates	6	7
stalker	14	22
rid	38	28
promised	27	44
hamlet	64	38
hold	157	154
promise	48	82
florida	39	20
argues	7	5
willie	30	12
loman	3	0
front	182	197
farts	4	1
eating	68	97
meatloaf	3	1
indeed	247	179
lifestyle	46	17
amongst	54	49
hocking	1	0
accidents	8	8
hilarious	352	230
suit	84	90
chafe	1	0
stage	253	179
forced	174	228
splat	3	1
cockroaches	1	3
crawled	4	3
shoe	22	17
pliers	1	2
instead	443	902
broken	82	79
analog	1	7
channel	79	189
changer	1	2
surgeon	6	15
dating	24	31
laurie	33	11
craven	36	44
ingenue	1	7
shue	11	7
rounds	19	18
ensemble	67	26
stereotypes	55	97
smoothly	17	8
montana	44	4
moorehead	6	4
cathy	12	9
moriarty	9	3
impatient	3	3
waiting	159	170
rise	71	61
desperate	102	113
publicity	16	25
plots	78	94
succeed	32	43
settle	36	29
nerves	15	25
kill	287	442
fuzzy	15	21
lovable	63	26
farcically	1	0
malicious	9	9
believe	638	870
sighted	5	0
reads	27	23
glasses	24	30
live	563	366
teleprompter	1	3
stitches	10	2
stomach	23	72
heaving	2	1
pouring	9	9
free	188	233
demand	29	30
soapdish	9	0
unmissable	9	2
deliver	85	103
amply	3	1
crafted	83	27
humor	412	350
draw	58	75
blazing	10	19
saddles	4	13
uproarious	7	1
apoplexy	1	0
value	124	189
otherwise	162	257
dissimilar	6	2
weep	5	7
source	69	58
anyone	722	877
addiction	21	13
king	363	262
masks	28	25
told	348	308
pits	11	10
familial	6	4
gender	35	20
preference	8	5
human	589	353
companionship	14	1
china	80	34
floods	3	1
meet	252	168
wang	57	8
elderly	45	24
street	248	167
performer	38	20
talents	78	81
magical	78	30
capture	105	73
awe	48	16
witness	84	47
operatic	13	4
befriends	28	13
invites	31	20
join	56	50
learn	229	200
tradition	60	35
allows	107	48
pass	103	152
learning	61	46
childless	1	1
encouraged	17	12
heir	17	10
magic	186	90
advice	51	106
purchases	6	0
fulfill	16	9
legacy	24	25
teach	36	47
doggie	9	1
ancient	69	60
art	424	326
silk	7	10
discovers	82	46
threatens	28	18
dying	106	106
invariably	9	11
absorbing	23	6
serene	8	0
costuming	11	4
summarily	2	5
international	85	73
help	592	572
inspire	29	16
fan	618	540
verite	9	2
heard	347	359
honestly	75	186
awesome	202	71
concept	129	194
inspired	135	78
columbine	9	6
killings	22	51
killers	80	60
weaknesses	34	10
detracts	10	12
realism	108	70
shaky	20	28
camera	441	627
distraction	13	22
coccio	7	1
credit	155	177
laugh	344	464
loud	111	152
classes	34	30
beverly	22	31
milks	4	0
zip	2	5
code	66	67
since	917	873
granny	6	5
jed	18	4
clampett	5	1
centers	35	27
chauffers	1	0
bed	108	120
employer	13	6
sexy	143	130
bisset	2	0
woronov	16	0
manuel	7	1
pay	144	246
debt	23	18
asian	37	94
gang	134	141
raunchy	19	8
fairly	182	169
physical	110	70
humour	148	107
beneath	35	29
surface	76	55
bartel	10	0
sensual	19	5
oder	2	1
ends	289	308
teenaged	5	4
niece	29	10
missionary	13	2
africa	89	46
demille	27	2
frederic	5	5
march	40	24
brings	259	104
starring	175	112
yul	4	7
brynner	3	9
andrew	65	34
stroke	20	15
genius	196	102
tend	90	52
places	139	108
flashpoint	5	0
jenna	16	26
jameson	11	11
brad	68	33
armstrong	18	21
previously	66	61
concerned	70	78
dreamquest	2	0
except	240	451
asia	15	17
carrera	3	1
capable	56	67
felecia	1	0
stephanie	18	20
swift	15	4
lovely	179	73
disappoint	46	16
adult	186	112
aside	132	148
direction	370	436
makeups	2	1
technical	94	97
bar	123	129
jeanette	8	7
macdonald	22	16
nelson	42	58
eddy	7	20
modern	332	209
musical	338	219
showcases	16	4
abilities	31	30
surreal	93	31
fashions	14	10
vogue	9	6
eye	281	222
popping	25	16
costumes	138	111
b	302	473
w	96	69
add	215	267
dreamlike	11	4
enliven	1	3
twinkle	7	3
highlight	65	52
jitterbug	2	1
binnie	7	1
huge	262	319
everett	17	8
horton	3	4
reginal	1	0
owen	30	36
mona	7	5
maris	1	0
dumbrille	7	0
anne	83	65
jeffreys	1	0
extended	30	37
esther	23	17
dale	14	7
almira	1	0
sessions	12	14
hayle	1	0
gertrude	16	4
hoffman	96	26
rafaela	1	0
ottiano	1	0
odette	1	0
myrtile	1	0
cecil	23	19
cunningham	30	8
vamp	6	5
routines	22	9
marcus	24	2
browsing	10	6
hastings	12	2
urge	33	34
stumbled	33	20
idea	457	796
spectacular	105	39
thumbs	57	38
shot	552	691
quickly	204	191
ruin	56	81
bouncy	6	4
cassandra	14	3
peterson	20	7
alter	16	20
ego	35	44
elvira	80	18
mistress	45	14
heroine	95	98
gravity	13	9
defying	5	5
boobs	7	16
anxious	20	12
raise	50	49
open	201	196
las	18	21
vegas	27	33
decides	164	159
hopes	58	98
fallwell	4	0
massachusetts	5	5
due	299	265
cookbook	8	0
residents	21	10
mixed	100	65
reactions	46	33
teens	64	57
lust	44	30
pillars	3	2
community	103	83
worst	150	1475
uncle	115	90
vincent	47	33
morgan	100	61
sheppard	9	4
spells	13	6
warlock	5	0
k	73	190
using	227	275
endowments	2	1
sexiness	2	1
joke	83	302
tomorrow	23	23
showing	258	204
heads	72	106
edie	81	0
mcclurg	4	0
chastity	5	1
pariah	3	1
hardest	14	7
ridiculous	112	456
picnic	8	7
perfect	735	238
example	363	471
peek	8	12
rarely	105	73
rings	74	41
trainspotting	1	7
occurrence	9	1
louis	70	32
sachar	6	0
beginning	448	419
masses	24	26
sticks	39	35
elements	235	214
unique	279	108
mix	116	108
mature	72	22
adults	112	90
alike	44	36
bring	287	257
enthusiasm	29	19
overboard	9	17
matter	365	315
cgi	48	154
image	125	110
holes	80	133
birds	40	27
view	348	228
breathes	7	1
technicolour	7	0
transitions	8	16
steady	30	11
twists	169	96
nonstop	9	7
finish	117	141
added	135	131
speaking	110	124
liners	64	57
smart	141	106
unpatronising	1	0
smile	107	64
cry	166	73
tug	5	1
heartstrings	4	2
haven	255	235
fallen	53	42
punk	29	28
rocker	9	12
link	33	25
extra	103	81
jazz	41	19
overall	514	354
buy	236	236
centres	9	3
contains	139	103
chorus	28	28
plugging	2	3
favourite	161	44
giving	232	249
review	178	310
instant	37	22
romeo	17	19
division	18	5
spring	50	23
reaction	88	65
viewings	47	13
provided	66	50
masterful	44	4
singular	8	6
voice	364	320
echo	12	6
annuls	1	0
provides	157	54
splendid	64	14
palette	14	4
helmer	8	3
jp	1	2
sarro	3	0
uses	185	144
establish	26	10
canvas	11	2
paintbrush	1	0
ride	174	94
envelops	3	0
traditional	120	46
format	71	50
accustomed	12	3
dives	6	7
deeply	152	54
betrayal	26	18
revenge	146	183
importance	53	30
dream	242	157
core	72	82
epic	114	84
undertaking	7	3
scribe	6	0
tim	90	94
sheridan	12	4
precise	29	5
direct	98	119
presence	129	126
charisma	40	42
vanessa	21	34
reveals	82	30
coalition	4	0
villain	153	219
chilling	82	23
endings	40	27
next	526	547
towne	2	3
note	246	211
feat	37	12
praise	57	50
scott	169	176
shipley	5	0
creativity	22	26
walk	109	209
bruckheimer	14	11
witnessed	24	27
detail	133	81
combines	25	8
creative	130	87
arrives	62	45
desired	28	26
groundbreaking	12	10
importantly	47	41
ages	101	40
hewlett	14	0
miller	53	31
spoiling	19	11
directing	170	236
shots	223	339
awful	102	945
stereoscopic	1	1
whenever	80	88
flat	101	257
deaths	52	82
suck	19	100
buying	48	50
download	11	6
lifetime	56	51
caught	217	138
episodes	365	160
cancelled	18	13
abc	70	26
storyline	205	276
city	485	258
bridget	17	36
moynahan	5	3
todd	44	20
jared	25	17
jay	53	42
hernandez	5	6
carlito	8	34
power	293	273
erika	16	19
christensen	15	12
swimfan	1	1
propel	4	2
wb	8	4
season	344	114
sometime	26	18
meantime	17	13
website	35	30
southwest	7	2
headed	53	53
gloria	17	14
reuben	1	5
chewing	10	18
glover	60	31
nyc	42	14
sounds	162	234
fabulous	74	33
whirl	4	2
rehearsal	17	7
mounting	5	8
word	208	315
exhibits	10	4
rage	36	31
suspicion	18	14
games	124	81
accomplished	50	22
replaced	46	48
soap	75	83
opera	133	99
bigger	74	94
crowds	14	7
eyed	39	36
monster	112	300
nicely	137	48
performances	742	338
commentary	95	94
deleted	16	30
host	52	36
anyways	32	33
striking	59	26
peace	78	49
neighbours	13	6
outrageous	36	35
adventures	72	40
halloween	90	70
mood	140	123
jokes	227	391
renaissance	22	15
twice	124	114
matrix	50	66
ai	6	6
terrfic	1	0
slightyly	1	0
cooking	14	10
builds	55	12
interest	275	350
complexity	39	16
subvert	3	0
expectation	21	16
cliche	21	35
locations	97	66
gritty	99	28
antidote	14	1
commercial	76	75
imperatives	3	0
hbo	39	26
notion	32	33
relationships	158	76
treats	43	25
compassionately	2	0
notable	65	42
steve	171	138
buscemi	14	4
rosario	29	5
dawson	70	23
forgot	44	78
name	408	580
arthur	159	77
bach	32	7
stumble	12	15
stammer	2	3
memorized	6	3
weeks	66	51
tickled	2	2
dudley	26	9
moore	59	60
portrays	91	48
liza	17	3
minelli	5	2
side	435	350
kick	81	85
fianc	37	37
conversation	61	50
butler	27	25
susan	49	58
spitting	10	11
care	363	495
wait	191	232
library	42	40
followed	110	114
reply	5	7
bathroom	37	22
newmail	1	0
notification	2	0
computer	92	196
showtime	10	10
cinemax	3	12
mid	101	82
subscribed	3	0
channels	30	32
bizarre	129	176
fascinating	184	58
discovered	88	56
arliss	2	2
howard	81	63
blown	57	55
bought	133	123
wilder	24	11
napalm	3	2
girlfriend	156	209
impressed	153	64
affected	54	27
dynamic	44	20
fluid	19	11
complexities	15	0
cleverness	8	7
movements	41	24
gel	4	2
intelligent	215	142
immediate	33	20
cinematic	122	130
ambivalent	2	1
strength	118	49
intelligence	90	119
anything	651	1137
debra	16	9
winger	10	5
manic	17	11
glee	17	4
charming	197	83
reality	376	223
wonder	239	402
wedding	113	86
anniversaries	1	0
stop	283	378
dennis	70	40
quaid	27	17
clown	17	40
sneakily	1	0
angled	2	4
displayed	36	27
selection	26	20
bloomed	1	2
delivery	50	51
pure	203	161
slit	3	10
span	13	22
hiding	45	35
flicker	6	4
lying	32	64
unleash	4	3
mischievous	16	4
charm	155	88
diabolical	9	11
weirdness	10	19
insane	57	100
internal	16	26
gunslinger	3	6
square	24	35
offs	14	27
darkly	16	8
fashion	92	111
energy	94	105
hip	54	65
imagination	106	97
agility	2	0
parties	25	23
funded	2	6
expensive	40	39
conventional	54	21
system	141	104
thank	137	115
slip	14	16
awhile	21	28
glo	1	4
bright	66	91
carnival	13	6
colors	88	29
warped	11	13
truthful	9	10
enthralling	26	1
grosse	3	6
pointe	3	3
blank	23	55
compliment	16	17
country	347	250
industry	89	122
sane	7	15
artist	126	66
guess	268	512
hundstage	18	1
lowest	13	39
austria	13	3
society	282	128
disturbed	35	43
weird	173	236
hateful	13	25
afford	29	38
tuned	19	17
cars	65	115
houses	33	30
strange	295	252
viewpoint	20	9
disgusted	12	21
piece	386	542
tumor	5	3
creating	110	71
rules	98	53
nobody	102	178
cave	16	36
park	107	119
standing	69	72
corner	59	38
queuing	2	1
em	53	34
disco	14	16
exactly	289	328
knowing	170	90
richest	5	1
countries	58	39
ugly	55	169
persons	31	24
riding	61	46
destroying	20	40
folk	29	35
built	70	75
pessimistic	7	6
altering	14	4
moon	86	88
meaning	145	154
bloch	7	0
novelist	16	6
spooky	48	36
becoming	133	86
obsessed	69	68
resembling	10	18
child	427	363
chloe	18	6
franks	11	1
petwee	1	0
pitt	85	25
cape	15	28
cute	166	170
terrifying	66	27
pleasurable	5	6
touches	82	38
lions	12	7
gate	21	18
sound	335	444
aired	55	33
survived	27	36
plane	97	120
crash	52	69
surviving	42	26
amazon	28	17
narrates	9	3
vividly	27	4
bugs	55	28
skin	48	66
copy	184	169
email	17	5
horsecoach	1	0
hire	30	46
hotmail	3	0
com	86	55
curious	74	87
attain	12	5
thanksgiving	2	7
problems	266	254
impacted	4	1
thanks	175	111
advance	20	43
read	534	657
terrible	146	826
prepared	61	53
confusing	75	151
muddled	13	33
horribly	24	100
merit	28	45
accusations	5	11
nowhere	70	199
near	243	255
horrific	54	56
programmer	7	2
aspirations	13	5
attempted	31	47
slasher	96	192
ms	121	103
barbeau	2	3
miracle	30	28
behold	25	15
carries	73	28
squarely	8	10
shoulders	34	20
unholy	5	6
collapses	8	5
weight	37	37
ambition	22	20
unexplained	8	25
subplots	28	26
coexist	2	0
loopholes	4	3
created	202	141
travel	94	60
addressed	12	14
knows	304	236
ma	25	18
beat	122	105
traveling	38	27
points	209	261
term	43	65
bravery	15	6
courage	68	22
extreme	122	101
loyalty	36	10
poor	238	920
olan	7	0
sold	54	44
uncaring	10	3
learned	83	67
appreciate	198	102
pearl	27	25
luise	8	1
rainer	11	2
actress	367	368
zigfield	1	0
talent	219	307
exotic	29	33
shows	873	515
act	337	437
erased	6	5
shy	48	15
timid	12	3
inner	81	48
convey	65	41
looters	2	0
saying	184	366
paul	364	182
muni	11	4
likeable	15	18
sweet	243	93
dedicated	31	27
special	611	643
greatest	316	117
age	429	234
explore	42	22
clash	27	16
eastern	28	24
born	141	82
westernized	3	1
cultures	30	10
tokyo	22	25
sad	314	271
inability	27	22
opposites	7	0
attract	11	33
cultural	75	49
differences	43	23
rock	315	233
n	134	81
fanatic	20	10
marries	31	18
kyoto	5	3
japanese	243	169
united	78	50
states	128	84
visa	4	2
expires	5	0
temporary	17	3
gains	8	5
legal	31	29
status	60	42
liking	33	25
urging	4	3
dumping	3	7
commitments	6	3
hearts	61	28
strict	26	8
upbringing	15	11
homesick	2	2
japan	116	75
someone	498	934
thinks	119	134
expecting	170	190
nother	1	1
techno	6	16
nintendo	9	10
picked	82	109
reminded	120	93
check	226	254
singer	81	74
joins	23	24
cover	116	196
band	179	141
listener	9	7
identity	101	56
doubt	217	233
intriguing	106	65
fireside	2	0
ghost	120	160
complaint	52	31
pacing	70	95
awkward	68	93
deliberate	27	11
kept	192	255
realm	26	16
possibility	41	26
plods	1	18
flashy	20	20
shattering	12	7
revelations	15	9
showdown	38	14
heaven	105	70
zone	55	43
reservations	13	1
expectations	103	130
conventionally	7	3
williams	130	84
terrific	227	49
generic	18	51
everyman	16	3
avatar	1	2
toni	17	14
collette	21	10
nominated	104	36
shouldn	91	112
win	170	144
content	107	118
surely	102	151
twenty	92	100
percent	10	12
coming	305	304
reese	22	7
witherspoon	20	4
outing	22	24
fresh	144	78
scrubbed	1	2
tween	4	1
slight	43	36
stringy	1	0
undeniably	23	18
gained	18	20
respect	164	154
perform	59	42
thus	138	126
portrayal	224	74
persona	43	33
lived	127	106
red	309	221
hood	40	62
kiefer	15	3
sutherland	74	34
assumed	22	25
bat	18	89
cuban	23	4
sleeper	21	3
sailing	13	1
cuba	36	30
western	213	152
caribbean	11	5
details	146	97
revolution	69	47
spent	116	199
socialist	11	13
regime	19	11
property	24	23
arise	10	5
relate	96	51
tells	323	201
effects	524	775
mistakes	54	69
triumphs	13	6
annually	1	1
surprised	272	175
comments	235	248
posters	22	16
stating	12	16
jane	275	143
powell	103	10
type	329	354
deanna	32	0
durbin	28	0
sopranos	36	5
pasternak	2	0
indication	14	32
polar	22	10
impulsive	5	1
miss	319	223
fixit	5	0
setbacks	6	1
manages	213	153
reunite	18	9
divorced	19	20
semi	44	82
daughters	88	22
destroys	19	21
stepfather	7	11
jose	21	6
iturbi	22	0
accept	114	90
arms	49	67
rejecting	3	3
disparate	4	1
qualities	42	80
permeate	4	0
performers	51	38
shrill	8	14
emphatic	3	2
readings	6	5
energetic	25	8
self	349	364
confident	34	13
effervescent	3	1
manner	125	120
performs	33	18
subdued	10	8
tender	55	13
projects	44	36
prior	53	52
professional	110	85
consisted	9	15
exclusively	14	19
vocal	30	13
instruction	2	7
publicized	3	0
universal	71	50
impossibly	6	6
stressful	5	2
novice	14	6
ease	41	30
assurance	7	2
displays	41	38
developing	35	25
experienced	59	53
contemporaries	12	3
garland	14	14
rooney	32	15
o	316	229
connor	22	21
extraordinary	94	17
immensely	44	21
likable	138	89
tempered	16	8
impulsiveness	2	0
coy	2	4
arch	11	16
afflicted	6	7
wake	44	46
success	236	130
singing	184	123
hand	334	412
lyric	8	1
soprano	29	3
remarkable	153	41
glorious	48	14
instrument	12	4
project	119	206
affectation	4	0
grandnes	1	0
afflict	2	0
singers	24	16
lily	56	7
pons	1	5
periodthe	1	0
influenced	45	23
creme	4	2
pros	14	16
winninger	4	0
alice	67	67
brady	54	19
ray	121	75
milland	9	3
mischa	9	0
auer	8	1
realistic	314	153
grapes	5	2
wrath	12	7
triumph	49	17
charismatic	55	34
gifted	40	19
adolescent	28	24
supporting	345	163
players	106	57
trailer	106	115
sluggish	3	9
drags	23	56
exciting	179	125
julia	65	43
stiles	25	5
giddy	8	7
carefree	5	6
conformity	8	3
glows	6	3
testosterone	6	3
coworkers	2	2
elegant	42	9
law	192	131
fratlike	1	0
jim	221	96
bride	52	32
boringness	2	1
stand	286	240
costars	4	2
slowness	5	2
safe	86	65
route	33	22
cleverly	49	15
align	3	2
layers	41	7
motif	10	7
scenarios	17	13
radio	121	75
program	77	89
highway	12	25
talking	225	331
conforms	3	0
selma	11	4
blair	31	60
echoed	4	3
choice	166	160
risky	11	6
jason	115	100
dumb	69	312
pharmacy	2	1
chef	7	15
squandered	2	16
everybody	130	114
bills	6	17
walken	34	33
vietnam	50	55
discover	101	67
heading	14	30
spot	142	101
pows	11	5
following	186	167
thunderdome	1	1
fight	346	339
massacre	45	49
colombian	4	5
split	46	41
dollar	30	72
bill	208	157
promising	48	90
cut	259	387
el	31	19
presidente	4	1
successful	193	129
crush	34	29
folks	92	109
tank	27	26
surrender	13	15
shown	323	279
