frecuencia neg,frecuencia pos,palabra
53,54,trick
58,149,treat
97,151,element
26,47,rocks
168,242,features
0,8,skippy
696,1232,family
22,32,ties
50,96,gene
8,38,simmons
42,58,kiss
4,8,ozzy
5,5,osbourne
17,9,preacher
21,20,backwards
2,8,vinyl
137,67,thats
568,505,use
12,33,records
49,145,eddie
2,6,rockstar
86,96,player
247,187,begin
387,225,scary
10,7,speakers
12,8,stereo
383,457,becomes
46,27,possessed
170,79,hoping
173,552,favorite
121,71,warning
337,276,possible
213,149,spoilers
1,1,ahhh
189,93,utterly
19,26,addicted
60,41,spoof
274,276,room
194,164,list
8,13,playful
3,10,kitsch
180,119,cartoon
11,11,stills
0,22,enchanting
0,1,peres
2,3,prez
0,1,prado
1,3,mambo
17,19,curiously
9,12,uncredited
6,4,grunts
6,8,unmistakable
124,212,familiar
142,96,names
19,14,kathy
0,2,najimi
210,181,plus
1,10,teri
1,8,hatcher
135,63,superman
4,4,imbued
118,44,shallow
2,4,injustices
6,4,flung
163,221,various
100,119,actresses
205,88,producers
16,13,daytime
0,4,peeking
31,34,careers
199,39,excuse
32,61,fashioned
7,27,delicious
47,26,farce
0,3,harling
12,18,penned
1,5,riotous
267,238,feels
28,48,gift
1005,1291,us
23,5,cliched
26,11,dim
0,1,drizzling
11,24,jealousy
5,23,celeste
0,3,talbert
34,46,sally
88,83,field
3,11,perennial
81,159,award
3,2,nicknamed
2,17,sweetheart
0,1,emmies
59,87,awards
25,26,introduce
59,53,sun
26,18,vain
19,55,fears
36,37,contrary
40,62,wins
0,3,overjoyed
60,97,genuine
29,39,thrill
69,106,adam
0,1,nguh
39,34,absence
18,12,justification
526,367,entire
34,46,instantly
1,6,neuroses
19,11,cries
5,3,screeches
1,1,wrings
192,189,hands
1,3,dresser
0,3,tawnee
117,134,constantly
1,2,waddling
22,39,unseen
18,25,fog
18,34,paranoia
3,4,indulges
138,129,taste
4,4,tammy
20,5,faye
53,57,baker
29,31,specifically
67,50,hired
13,9,rosie
2,2,schwartz
17,32,whoopi
37,38,goldberg
542,403,head
93,150,support
12,7,networks
27,16,freaks
75,138,offers
283,124,write
68,91,months
23,33,maggie
484,424,went
6,2,dalai
6,3,lama
14,38,doubts
59,126,moved
150,161,la
8,13,fernando
14,6,lamas
0,3,skewering
0,1,affronting
1,6,beefcake
10,8,lorenzo
362,453,son
39,29,aforementioned
1208,833,d
2,3,economics
3,3,stein
4,4,ferris
3,4,bueller
2,1,deadeningly
95,67,calls
101,127,roll
64,131,pleasure
4,2,nitwit
74,149,hidden
112,106,member
96,125,include
3,3,garry
27,28,marshall
20,25,penny
137,91,million
25,27,command
32,41,decisions
351,302,says
152,145,likes
0,1,peppy
404,121,cheap
19,62,carrie
11,64,fisher
11,4,betsy
25,26,sharon
30,16,bitch
7,23,geoffrey
83,79,anderson
79,79,kevin
11,32,kline
3,10,yummy
50,41,dinner
298,215,theater
27,12,rescued
217,421,david
2,1,seaton
11,17,barnes
13,35,downey
11,5,canned
181,214,earlier
44,86,presents
33,40,logical
14,31,challenges
14,4,scriptwriters
24,13,rod
6,23,randall
714,196,supposed
15,5,decapitated
262,204,somehow
9,31,difficulties
0,2,choo
60,113,washington
27,58,bridge
142,131,longer
34,29,shake
3,1,mascara
7,6,degenerates
22,14,stalker
28,38,rid
44,27,promised
38,64,hamlet
154,157,hold
82,48,promise
20,39,florida
5,7,argues
12,30,willie
0,3,loman
197,182,front
1,4,farts
97,68,eating
1,3,meatloaf
179,247,indeed
17,46,lifestyle
49,54,amongst
0,1,hocking
8,8,accidents
230,352,hilarious
90,84,suit
0,1,chafe
179,253,stage
228,174,forced
1,3,splat
3,1,cockroaches
3,4,crawled
17,22,shoe
2,1,pliers
902,443,instead
79,82,broken
7,1,analog
189,79,channel
2,1,changer
15,6,surgeon
31,24,dating
11,33,laurie
44,36,craven
7,1,ingenue
7,11,shue
18,19,rounds
26,67,ensemble
97,55,stereotypes
8,17,smoothly
4,44,montana
4,6,moorehead
9,12,cathy
3,9,moriarty
3,3,impatient
170,159,waiting
61,71,rise
113,102,desperate
25,16,publicity
94,78,plots
43,32,succeed
29,36,settle
25,15,nerves
442,287,kill
21,15,fuzzy
26,63,lovable
0,1,farcically
9,9,malicious
870,638,believe
0,5,sighted
23,27,reads
30,24,glasses
366,563,live
3,1,teleprompter
2,10,stitches
72,23,stomach
1,2,heaving
9,9,pouring
233,188,free
30,29,demand
0,9,soapdish
2,9,unmissable
103,85,deliver
1,3,amply
27,83,crafted
350,412,humor
75,58,draw
19,10,blazing
13,4,saddles
1,7,uproarious
0,1,apoplexy
189,124,value
257,162,otherwise
2,6,dissimilar
7,5,weep
58,69,source
877,722,anyone
13,21,addiction
262,363,king
25,28,masks
308,348,told
10,11,pits
4,6,familial
20,35,gender
5,8,preference
353,589,human
1,14,companionship
34,80,china
1,3,floods
168,252,meet
8,57,wang
24,45,elderly
167,248,street
20,38,performer
81,78,talents
30,78,magical
73,105,capture
16,48,awe
47,84,witness
4,13,operatic
13,28,befriends
20,31,invites
50,56,join
200,229,learn
35,60,tradition
48,107,allows
152,103,pass
46,61,learning
1,1,childless
12,17,encouraged
10,17,heir
90,186,magic
106,51,advice
0,6,purchases
9,16,fulfill
25,24,legacy
47,36,teach
1,9,doggie
60,69,ancient
326,424,art
10,7,silk
46,82,discovers
18,28,threatens
106,106,dying
11,9,invariably
6,23,absorbing
0,8,serene
4,11,costuming
5,2,summarily
73,85,international
572,592,help
16,29,inspire
540,618,fan
2,9,verite
359,347,heard
186,75,honestly
71,202,awesome
194,129,concept
78,135,inspired
6,9,columbine
51,22,killings
60,80,killers
10,34,weaknesses
12,10,detracts
70,108,realism
28,20,shaky
627,441,camera
22,13,distraction
1,7,coccio
177,155,credit
464,344,laugh
152,111,loud
30,34,classes
31,22,beverly
0,4,milks
5,2,zip
67,66,code
873,917,since
5,6,granny
4,18,jed
1,5,clampett
27,35,centers
0,1,chauffers
120,108,bed
6,13,employer
130,143,sexy
0,2,bisset
0,16,woronov
1,7,manuel
246,144,pay
18,23,debt
94,37,asian
141,134,gang
8,19,raunchy
169,182,fairly
70,110,physical
107,148,humour
29,35,beneath
55,76,surface
0,10,bartel
5,19,sensual
1,2,oder
308,289,ends
4,5,teenaged
10,29,niece
2,13,missionary
46,89,africa
2,27,demille
5,5,frederic
24,40,march
104,259,brings
112,175,starring
7,4,yul
9,3,brynner
34,65,andrew
15,20,stroke
102,196,genius
52,90,tend
108,139,places
0,5,flashpoint
26,16,jenna
11,11,jameson
33,68,brad
21,18,armstrong
61,66,previously
78,70,concerned
0,2,dreamquest
451,240,except
17,15,asia
1,3,carrera
67,56,capable
0,1,felecia
20,18,stephanie
4,15,swift
73,179,lovely
16,46,disappoint
112,186,adult
148,132,aside
436,370,direction
1,2,makeups
97,94,technical
129,123,bar
7,8,jeanette
16,22,macdonald
58,42,nelson
20,7,eddy
209,332,modern
219,338,musical
4,16,showcases
30,31,abilities
31,93,surreal
10,14,fashions
6,9,vogue
222,281,eye
16,25,popping
111,138,costumes
473,302,b
69,96,w
267,215,add
4,11,dreamlike
3,1,enliven
3,7,twinkle
52,65,highlight
1,2,jitterbug
1,7,binnie
319,262,huge
8,17,everett
4,3,horton
0,1,reginal
36,30,owen
5,7,mona
0,1,maris
0,7,dumbrille
65,83,anne
0,1,jeffreys
37,30,extended
17,23,esther
7,14,dale
0,1,almira
14,12,sessions
0,1,hayle
4,16,gertrude
26,96,hoffman
0,1,rafaela
0,1,ottiano
0,1,odette
0,1,myrtile
19,23,cecil
8,30,cunningham
5,6,vamp
9,22,routines
2,24,marcus
6,10,browsing
2,12,hastings
34,33,urge
20,33,stumbled
796,457,idea
39,105,spectacular
38,57,thumbs
691,552,shot
191,204,quickly
81,56,ruin
4,6,bouncy
3,14,cassandra
7,20,peterson
20,16,alter
44,35,ego
18,80,elvira
14,45,mistress
98,95,heroine
9,13,gravity
5,5,defying
16,7,boobs
12,20,anxious
49,50,raise
196,201,open
21,18,las
33,27,vegas
159,164,decides
98,58,hopes
0,4,fallwell
5,5,massachusetts
265,299,due
0,8,cookbook
10,21,residents
65,100,mixed
33,46,reactions
57,64,teens
30,44,lust
2,3,pillars
83,103,community
1475,150,worst
90,115,uncle
33,47,vincent
61,100,morgan
4,9,sheppard
6,13,spells
0,5,warlock
190,73,k
275,227,using
1,2,endowments
1,2,sexiness
302,83,joke
23,23,tomorrow
204,258,showing
106,72,heads
0,81,edie
0,4,mcclurg
1,5,chastity
1,3,pariah
7,14,hardest
456,112,ridiculous
7,8,picnic
238,735,perfect
471,363,example
12,8,peek
73,105,rarely
41,74,rings
7,1,trainspotting
1,9,occurrence
32,70,louis
0,6,sachar
419,448,beginning
26,24,masses
35,39,sticks
214,235,elements
108,279,unique
108,116,mix
22,72,mature
90,112,adults
36,44,alike
257,287,bring
19,29,enthusiasm
17,9,overboard
315,365,matter
154,48,cgi
110,125,image
133,80,holes
27,40,birds
228,348,view
1,7,breathes
0,7,technicolour
16,8,transitions
11,30,steady
96,169,twists
7,9,nonstop
141,117,finish
131,135,added
124,110,speaking
57,64,liners
106,141,smart
0,1,unpatronising
64,107,smile
73,166,cry
1,5,tug
2,4,heartstrings
235,255,haven
42,53,fallen
28,29,punk
12,9,rocker
25,33,link
81,103,extra
19,41,jazz
354,514,overall
236,236,buy
3,9,centres
103,139,contains
28,28,chorus
3,2,plugging
44,161,favourite
249,232,giving
310,178,review
22,37,instant
19,17,romeo
5,18,division
23,50,spring
65,88,reaction
13,47,viewings
50,66,provided
4,44,masterful
6,8,singular
320,364,voice
6,12,echo
0,1,annuls
54,157,provides
14,64,splendid
4,14,palette
3,8,helmer
2,1,jp
0,3,sarro
144,185,uses
10,26,establish
2,11,canvas
0,1,paintbrush
94,174,ride
0,3,envelops
46,120,traditional
50,71,format
3,12,accustomed
7,6,dives
54,152,deeply
18,26,betrayal
183,146,revenge
30,53,importance
157,242,dream
82,72,core
84,114,epic
3,7,undertaking
0,6,scribe
94,90,tim
4,12,sheridan
5,29,precise
119,98,direct
126,129,presence
42,40,charisma
34,21,vanessa
30,82,reveals
0,4,coalition
219,153,villain
23,82,chilling
27,40,endings
547,526,next
3,2,towne
211,246,note
12,37,feat
50,57,praise
176,169,scott
0,5,shipley
26,22,creativity
209,109,walk
11,14,bruckheimer
27,24,witnessed
81,133,detail
8,25,combines
87,130,creative
45,62,arrives
26,28,desired
10,12,groundbreaking
41,47,importantly
40,101,ages
0,14,hewlett
31,53,miller
11,19,spoiling
236,170,directing
339,223,shots
945,102,awful
1,1,stereoscopic
88,80,whenever
257,101,flat
82,52,deaths
100,19,suck
50,48,buying
6,11,download
51,56,lifetime
138,217,caught
160,365,episodes
13,18,cancelled
26,70,abc
276,205,storyline
258,485,city
36,17,bridget
3,5,moynahan
20,44,todd
17,25,jared
42,53,jay
6,5,hernandez
34,8,carlito
273,293,power
19,16,erika
12,15,christensen
1,1,swimfan
2,4,propel
4,8,wb
114,344,season
18,26,sometime
13,17,meantime
30,35,website
2,7,southwest
53,53,headed
14,17,gloria
5,1,reuben
18,10,chewing
31,60,glover
14,42,nyc
234,162,sounds
33,74,fabulous
2,4,whirl
7,17,rehearsal
8,5,mounting
315,208,word
4,10,exhibits
31,36,rage
14,18,suspicion
81,124,games
22,50,accomplished
48,46,replaced
83,75,soap
99,133,opera
94,74,bigger
7,14,crowds
36,39,eyed
300,112,monster
48,137,nicely
338,742,performances
94,95,commentary
30,16,deleted
36,52,host
33,32,anyways
26,59,striking
49,78,peace
6,13,neighbours
35,36,outrageous
40,72,adventures
70,90,halloween
123,140,mood
391,227,jokes
15,22,renaissance
114,124,twice
66,50,matrix
6,6,ai
0,1,terrfic
0,1,slightyly
10,14,cooking
12,55,builds
350,275,interest
16,39,complexity
0,3,subvert
16,21,expectation
35,21,cliche
66,97,locations
28,99,gritty
1,14,antidote
75,76,commercial
0,3,imperatives
26,39,hbo
33,32,notion
76,158,relationships
25,43,treats
0,2,compassionately
42,65,notable
138,171,steve
4,14,buscemi
5,29,rosario
23,70,dawson
78,44,forgot
580,408,name
77,159,arthur
7,32,bach
15,12,stumble
3,2,stammer
3,6,memorized
51,66,weeks
2,2,tickled
9,26,dudley
60,59,moore
48,91,portrays
3,17,liza
2,5,minelli
350,435,side
85,81,kick
37,37,fianc
50,61,conversation
25,27,butler
58,49,susan
11,10,spitting
495,363,care
232,191,wait
40,42,library
114,110,followed
7,5,reply
22,37,bathroom
0,1,newmail
0,2,notification
196,92,computer
10,10,showtime
12,3,cinemax
82,101,mid
0,3,subscribed
32,30,channels
176,129,bizarre
58,184,fascinating
56,88,discovered
2,2,arliss
63,81,howard
55,57,blown
123,133,bought
11,24,wilder
2,3,napalm
209,156,girlfriend
64,153,impressed
27,54,affected
20,44,dynamic
11,19,fluid
0,15,complexities
7,8,cleverness
24,41,movements
2,4,gel
142,215,intelligent
20,33,immediate
130,122,cinematic
1,2,ambivalent
49,118,strength
119,90,intelligence
1137,651,anything
9,16,debra
5,10,winger
11,17,manic
4,17,glee
83,197,charming
223,376,reality
402,239,wonder
86,113,wedding
0,1,anniversaries
378,283,stop
40,70,dennis
17,27,quaid
40,17,clown
0,1,sneakily
4,2,angled
27,36,displayed
20,26,selection
2,1,bloomed
51,50,delivery
161,203,pure
10,3,slit
22,13,span
35,45,hiding
4,6,flicker
64,32,lying
3,4,unleash
4,16,mischievous
88,155,charm
11,9,diabolical
19,10,weirdness
100,57,insane
26,16,internal
6,3,gunslinger
35,24,square
27,14,offs
8,16,darkly
111,92,fashion
105,94,energy
65,54,hip
97,106,imagination
0,2,agility
23,25,parties
6,2,funded
39,40,expensive
21,54,conventional
104,141,system
115,137,thank
16,14,slip
28,21,awhile
4,1,glo
91,66,bright
6,13,carnival
29,88,colors
13,11,warped
10,9,truthful
1,26,enthralling
6,3,grosse
3,3,pointe
55,23,blank
17,16,compliment
250,347,country
122,89,industry
15,7,sane
66,126,artist
512,268,guess
1,18,hundstage
39,13,lowest
3,13,austria
128,282,society
43,35,disturbed
236,173,weird
25,13,hateful
38,29,afford
17,19,tuned
115,65,cars
30,33,houses
252,295,strange
9,20,viewpoint
21,12,disgusted
542,386,piece
3,5,tumor
71,110,creating
53,98,rules
178,102,nobody
36,16,cave
119,107,park
72,69,standing
38,59,corner
1,2,queuing
34,53,em
16,14,disco
328,289,exactly
90,170,knowing
1,5,richest
39,58,countries
169,55,ugly
24,31,persons
46,61,riding
40,20,destroying
35,29,folk
75,70,built
6,7,pessimistic
4,14,altering
88,86,moon
154,145,meaning
0,7,bloch
6,16,novelist
36,48,spooky
86,133,becoming
68,69,obsessed
18,10,resembling
363,427,child
6,18,chloe
1,11,franks
0,1,petwee
25,85,pitt
28,15,cape
170,166,cute
27,66,terrifying
6,5,pleasurable
38,82,touches
7,12,lions
18,21,gate
444,335,sound
33,55,aired
36,27,survived
120,97,plane
69,52,crash
26,42,surviving
17,28,amazon
3,9,narrates
4,27,vividly
28,55,bugs
66,48,skin
169,184,copy
5,17,email
0,1,horsecoach
46,30,hire
0,3,hotmail
55,86,com
87,74,curious
5,12,attain
7,2,thanksgiving
254,266,problems
1,4,impacted
111,175,thanks
43,20,advance
657,534,read
826,146,terrible
53,61,prepared
151,75,confusing
33,13,muddled
100,24,horribly
45,28,merit
11,5,accusations
199,70,nowhere
255,243,near
56,54,horrific
2,7,programmer
5,13,aspirations
47,31,attempted
192,96,slasher
103,121,ms
3,2,barbeau
28,30,miracle
15,25,behold
28,73,carries
10,8,squarely
20,34,shoulders
6,5,unholy
5,8,collapses
37,37,weight
20,22,ambition
25,8,unexplained
26,28,subplots
0,2,coexist
3,4,loopholes
141,202,created
60,94,travel
14,12,addressed
236,304,knows
18,25,ma
105,122,beat
27,38,traveling
261,209,points
65,43,term
6,15,bravery
22,68,courage
101,122,extreme
10,36,loyalty
920,238,poor
0,7,olan
44,54,sold
3,10,uncaring
67,83,learned
102,198,appreciate
25,27,pearl
1,8,luise
2,11,rainer
368,367,actress
0,1,zigfield
307,219,talent
33,29,exotic
515,873,shows
437,337,act
5,6,erased
15,48,shy
3,12,timid
48,81,inner
41,65,convey
0,2,looters
366,184,saying
182,364,paul
4,11,muni
18,15,likeable
93,243,sweet
27,31,dedicated
643,611,special
117,316,greatest
234,429,age
22,42,explore
16,27,clash
24,28,eastern
82,141,born
1,3,westernized
10,30,cultures
25,22,tokyo
271,314,sad
22,27,inability
0,7,opposites
33,11,attract
49,75,cultural
23,43,differences
233,315,rock
81,134,n
10,20,fanatic
18,31,marries
3,5,kyoto
169,243,japanese
50,78,united
84,128,states
2,4,visa
0,5,expires
3,17,temporary
5,8,gains
29,31,legal
42,60,status
25,33,liking
3,4,urging
7,3,dumping
3,6,commitments
28,61,hearts
8,26,strict
11,15,upbringing
2,2,homesick
75,116,japan
934,498,someone
134,119,thinks
190,170,expecting
1,1,nother
16,6,techno
10,9,nintendo
109,82,picked
93,120,reminded
254,226,check
74,81,singer
24,23,joins
196,116,cover
141,179,band
7,9,listener
56,101,identity
233,217,doubt
65,106,intriguing
0,2,fireside
160,120,ghost
31,52,complaint
95,70,pacing
93,68,awkward
11,27,deliberate
255,192,kept
16,26,realm
26,41,possibility
18,1,plods
20,20,flashy
7,12,shattering
9,15,revelations
14,38,showdown
70,105,heaven
43,55,zone
1,13,reservations
130,103,expectations
3,7,conventionally
84,130,williams
49,227,terrific
51,18,generic
3,16,everyman
2,1,avatar
14,17,toni
10,21,collette
36,104,nominated
112,91,shouldn
144,170,win
118,107,content
151,102,surely
100,92,twenty
12,10,percent
304,305,coming
7,22,reese
4,20,witherspoon
24,22,outing
78,144,fresh
2,1,scrubbed
1,4,tween
36,43,slight
0,1,stringy
18,23,undeniably
20,18,gained
154,164,respect
42,59,perform
126,138,thus
74,224,portrayal
33,43,persona
106,127,lived
221,309,red
62,40,hood
3,15,kiefer
34,74,sutherland
25,22,assumed
89,18,bat
4,23,cuban
3,21,sleeper
1,13,sailing
30,36,cuba
152,213,western
5,11,caribbean
97,146,details
47,69,revolution
199,116,spent
13,11,socialist
11,19,regime
23,24,property
5,10,arise
51,96,relate
201,323,tells
775,524,effects
69,54,mistakes
6,13,triumphs
1,1,annually
175,272,surprised
248,235,comments
16,22,posters
16,12,stating
143,275,jane
10,103,powell
354,329,type
0,32,deanna
0,28,durbin
5,36,sopranos
0,2,pasternak
32,14,indication
10,22,polar
1,5,impulsive
223,319,miss
0,5,fixit
1,6,setbacks
153,213,manages
9,18,reunite
20,19,divorced
82,44,semi
22,88,daughters
21,19,destroys
11,7,stepfather
6,21,jose
0,22,iturbi
90,114,accept
67,49,arms
3,3,rejecting
1,4,disparate
80,42,qualities
0,4,permeate
38,51,performers
14,8,shrill
2,3,emphatic
5,6,readings
8,25,energetic
364,349,self
13,34,confident
1,3,effervescent
120,125,manner
18,33,performs
8,10,subdued
13,55,tender
36,44,projects
52,53,prior
85,110,professional
15,9,consisted
19,14,exclusively
13,30,vocal
7,2,instruction
0,3,publicized
50,71,universal
6,6,impossibly
2,5,stressful
6,14,novice
30,41,ease
2,7,assurance
38,41,displays
25,35,developing
53,59,experienced
3,12,contemporaries
14,14,garland
15,32,rooney
229,316,o
21,22,connor
17,94,extraordinary
21,44,immensely
89,138,likable
8,16,tempered
0,2,impulsiveness
4,2,coy
16,11,arch
7,6,afflicted
46,44,wake
130,236,success
123,184,singing
412,334,hand
1,8,lyric
3,29,soprano
41,153,remarkable
14,48,glorious
4,12,instrument
206,119,project
0,4,affectation
0,1,grandnes
0,2,afflict
16,24,singers
7,56,lily
5,1,pons
0,1,periodthe
23,45,influenced
2,4,creme
16,14,pros
0,4,winninger
67,67,alice
19,54,brady
75,121,ray
3,9,milland
0,9,mischa
1,8,auer
153,314,realistic
2,5,grapes
7,12,wrath
17,49,triumph
34,55,charismatic
19,40,gifted
24,28,adolescent
163,345,supporting
57,106,players
115,106,trailer
9,3,sluggish
56,23,drags
125,179,exciting
43,65,julia
5,25,stiles
7,8,giddy
6,5,carefree
3,8,conformity
3,6,glows
3,6,testosterone
2,2,coworkers
9,42,elegant
131,192,law
0,1,fratlike
96,221,jim
32,52,bride
1,2,boringness
240,286,stand
2,4,costars
2,5,slowness
65,86,safe
22,33,route
15,49,cleverly
2,3,align
7,41,layers
7,10,motif
13,17,scenarios
75,121,radio
89,77,program
25,12,highway
331,225,talking
0,3,conforms
4,11,selma
60,31,blair
3,4,echoed
160,166,choice
6,11,risky
100,115,jason
312,69,dumb
1,2,pharmacy
15,7,chef
16,2,squandered
114,130,everybody
17,6,bills
33,34,walken
55,50,vietnam
67,101,discover
30,14,heading
101,142,spot
5,11,pows
167,186,following
1,1,thunderdome
339,346,fight
49,45,massacre
5,4,colombian
41,46,split
72,30,dollar
157,208,bill
90,48,promising
387,259,cut
19,31,el
1,4,presidente
129,193,successful
29,34,crush
109,92,folks
26,27,tank
15,13,surrender
