palabra	frecPos	frecNeg
min	13	34
second	578	566
person	436	519
victim	99	123
directly	52	58
cares	58	79
deserve	66	101
term	43	65
uninteresting	19	109
hoping	79	170
quick	96	121
painful	72	169
death	564	544
characters	2243	2263
humble	30	22
intrigued	36	35
synopsis	17	50
gay	141	214
necessarily	57	58
construed	4	2
sign	63	102
purchased	31	21
arthur	149	72
knowing	169	90
purchase	34	23
connection	66	69
concerned	70	78
blatant	17	52
rip	60	127
observation	13	13
lightly	11	10
collector	17	12
state	168	169
authority	37	31
hesitation	11	6
sat	46	136
period	264	184
collection	116	85
boasts	19	10
comfortable	49	15
stating	12	16
pleasant	80	53
aimee	4	5
jaguar	1	4
urbania	1	1
normal	157	122
examples	50	63
titles	56	48
stumbled	33	20
accidentally	53	75
box	164	225
conflict	98	81
lovers	114	65
christian	76	162
subjects	46	25
plunge	3	3
sight	92	107
unseen	39	22
previously	66	61
visions	30	20
sugar	21	24
plums	1	1
compared	156	144
viewed	71	50
wrong	404	701
plenty	223	150
begin	187	246
sympathetic	94	53
asked	84	97
church	111	115
expel	1	1
member	106	110
priest	44	83
mob	54	48
execution	39	75
save	173	473
souls	35	38
writing	302	471
points	210	261
reflect	30	20
logic	60	102
follow	241	208
acceptable	34	48
activist	7	4
wing	36	51
sides	66	24
difficult	238	196
anybody	72	122
hired	50	67
nelly	1	2
stereotypes	54	98
boot	31	27
sexy	142	130
forever	138	99
distributors	7	9
advantage	52	33
sugarplams	0	1
distinction	13	13
insipid	4	33
understanding	98	65
serves	54	64
aware	95	68
embarrassment	4	55
queer	5	4
intend	15	14
warn	26	68
possibly	172	265
soon	410	312
priced	5	4
highway	12	25
robbery	27	34
price	99	60
cheated	16	43
connected	44	47
drivel	5	71
reviews	176	239
user	33	37
numerous	76	86
websites	1	5
praise	57	51
writer	240	279
actor	682	659
reviewer	69	85
ed	97	100
wood	61	100
wannabe	14	54
sad	311	271
desperate	103	112
wish	305	284
allow	85	97
assign	2	2
zero	64	161
minus	10	36
deserved	116	75
rubbish	33	146
contain	43	60
children	454	334
nude	70	72
cinematic	122	130
view	346	229
encountered	11	19
dire	6	56
perv	0	2
woke	12	12
art	418	321
stick	96	201
countryside	37	29
isnt	788	1146
explanation	41	131
prn	0	1
havent	257	238
ticked	5	10
spoilers	153	212
proper	50	66
unremarkable	4	13
unmemorable	1	6
celebrated	22	18
english	318	249
overly	66	87
maligned	5	4
builds	55	12
betrays	11	7
origins	21	15
richard	290	205
burton	27	44
sleepwalks	0	6
sophia	16	9
lorens	3	2
display	60	67
passion	116	65
simon	113	36
pegg	31	0
rude	22	26
crude	50	69
control	146	149
celebrity	35	26
journalist	42	35
brought	274	165
magazine	52	41
winning	162	62
ways	311	192
sorts	62	54
complications	16	8
comedy	1008	830
kristen	6	5
dunst	19	8
grown	80	67
danny	138	53
huston	15	26
jeff	136	54
bridges	21	18
primarily	36	27
behavior	75	76
frequent	32	28
screw	10	30
cap	15	22
evening	92	51
sitting	91	166
couch	12	25
witty	103	51
cynical	51	36
depressed	29	35
middle	273	310
software	3	12
engineer	17	7
relying	19	11
heavily	63	51
narration	69	49
downbeat	15	11
petit	1	0
bourgeois	9	3
philosophical	35	32
blackly	3	0
humorous	97	61
intellectual	57	57
charles	139	89
bukowski	1	2
disrespect	7	12
cb	9	0
intended	103	135
mordantly	1	0
bleak	52	20
analysis	28	27
relations	37	19
achievement	59	20
reflects	30	6
recognisable	8	3
ask	160	221
rare	204	56
equally	161	98
eva	43	41
hedy	20	3
lamarr	16	5
married	218	145
older	214	163
honeymoon	10	12
realizes	84	37
husband	324	259
privation	3	1
returning	37	40
fathers	103	51
farm	35	39
leaving	152	159
afternoon	59	48
bathing	13	10
lake	60	113
horse	99	83
escapes	42	53
worker	47	40
retrieves	2	0
gives	601	312
fall	225	233
misses	26	37
fortune	51	36
ending	728	724
affair	118	96
tragic	150	59
extase	2	0
remark	17	13
relative	45	37
horrible	97	657
vhs	115	49
brazil	48	22
brazilian	20	13
distributor	11	7
network	52	53
reels	12	7
damaged	20	22
images	198	98
achieved	61	26
viewer	407	310
chance	379	276
rental	37	80
sale	18	20
practically	55	87
silent	154	99
lines	374	553
consequently	13	18
developed	133	106
daring	46	20
beautiful	962	369
fat	53	100
present	237	152
poetic	42	16
metaphoric	2	1
flowers	20	15
symbolizing	2	1
intercourse	3	10
lover	119	106
conducts	2	4
non	214	325
conclusive	3	0
unusual	134	45
restored	42	20
vote	66	62
xtase	1	0
ecstasy	23	7
allegedly	6	20
joke	83	300
response	40	31
commit	27	46
jeroen	8	5
krabb	6	4
mans	117	108
gerard	37	9
depardieu	15	7
iron	15	34
mask	63	77
musketeer	0	1
office	207	160
poison	28	26
economically	2	5
disenfranchised	5	1
th	241	189
critique	16	21
bourgeoisie	2	1
saying	184	365
hypothetically	1	1
satire	87	76
tricky	10	8
butt	32	45
miserable	22	43
disgusting	30	103
worthwhile	52	65
application	3	2
luis	26	18
bunuel	6	7
spoiler	95	139
alert	30	27
job	884	488
krabbs	0	1
attain	12	5
voerhoven	0	2
maker	38	56
benefit	26	35
assume	43	99
misanthropic	0	4
guessing	46	39
pretentious	39	133
ass	72	97
incompetent	4	50
weird	173	235
caricature	15	19
purpose	98	166
dilemma	20	20
faced	71	51
dupery	0	1
involved	306	318
knew	282	262
patch	6	10
adams	36	33
duped	5	11
deceptively	6	3
alluring	9	7
packaging	0	11
voerhovens	0	1
reputation	55	56
eye	279	223
candy	106	83
sky	137	64
captain	89	94
game	412	364
injected	1	9
performers	48	39
visials	0	1
visuals	97	54
thirty	34	56
walk	109	209
kept	192	255
growing	110	63
main	610	746
pitiful	8	43
jude	10	18
law	187	126
affleck	14	23
gigli	0	10
paltrow	11	26
backfires	2	2
article	14	11
thinking	278	430
staying	34	36
mother	491	341
applaud	19	21
decision	81	62
soap	75	84
operas	11	5
continually	20	21
progresses	33	22
directing	170	233
suffer	56	64
greatly	64	39
phantom	25	29
menace	37	37
paying	38	63
prices	13	9
release	278	207
graduate	16	11
explaining	26	35
desires	38	17
ruined	29	98
develop	79	74
revealed	86	68
slowly	152	89
realistically	19	16
believably	15	4
sensitive	83	27
tried	164	295
happen	299	362
highly	519	169
confess	21	36
mom	100	93
light	369	225
dumb	69	310
thoroughly	134	79
essentially	76	86
chris	147	123
klein	6	5
maintain	30	24
profile	12	22
eventually	218	207
morphs	3	7
amigos	1	3
laughs	179	217
outrageous	36	35
spirited	49	30
nut	19	33
jobs	53	54
imitation	18	35
thorntons	0	3
simple	394	194
plan	112	162
jake	63	20
merk	1	13
accident	103	76
kenneth	46	36
branaghs	17	20
stealing	51	42
helena	11	10
bonham	10	10
carter	46	31
chemistry	171	114
branagh	61	40
emma	68	22
thompson	19	26
carters	8	5
disabled	24	11
seeking	63	34
herself	296	197
female	244	338
long	980	1076
portraying	103	38
pull	102	102
pain	112	116
believable	278	151
current	83	74
uglying	1	0
roles	405	261
charlize	6	4
theron	11	5
halle	4	1
berry	9	3
fell	89	117
consideration	12	16
cable	86	80
late	426	286
night	634	668
trust	110	97
sleep	75	135
dispense	4	6
comparisons	32	13
legendary	81	43
filmmaker	71	99
neurotic	23	13
yorker	3	10
persona	42	33
frankly	64	104
draw	58	75
bumbling	28	20
loser	30	54
josh	19	37
kornbluth	0	36
insult	16	114
mentioning	17	37
spot	142	101
breath	63	45
celluloid	17	53
catastrophe	3	15
waking	11	13
surgery	10	36
surgeons	1	2
haiku	1	10
tunnel	14	33
theyd	35	52
pulled	71	85
plug	13	11
cruel	47	60
result	170	219
audiences	169	142
world	1420	863
discussing	23	15
sake	41	106
caution	15	15
temp	1	7
severe	28	27
commitment	26	9
phobia	4	5
offered	64	63
permanent	14	15
duty	34	23
mail	31	34
priority	3	5
letters	19	43
boss	137	97
ludicrously	2	20
unable	54	102
perform	59	41
task	60	47
reaction	88	65
passing	65	57
shouldve	10	38
passed	74	72
self	347	364
respecting	4	12
buffoon	8	7
chubby	8	10
features	242	168
receding	0	1
untamed	0	2
hairline	0	1
facial	64	52
expressions	60	33
cringe	16	38
o	111	110
schmuck	0	3
whats	195	322
oh	216	641
mistake	86	166
screenplay	202	214
suspect	92	92
assured	24	16
means	223	222
aimless	3	9
assassination	25	19
riled	1	2
presence	129	126
frustration	32	30
confounded	0	2
incessant	4	16
monologues	9	17
ounce	4	15
intelligence	90	119
comprehend	17	15
insults	7	22
filmmaking	20	18
dramatize	4	3
exposition	13	32
charisma	40	42
charm	154	87
hawaiian	5	5
shirts	11	11
casting	172	192
blank	23	55
relieve	4	9
boredom	11	72
patricia	31	14
scanlon	0	1
appearance	134	148
helen	51	33
ex	143	135
secretary	50	34
driven	104	42
insane	56	100
harassing	1	5
phone	73	105
calls	67	95
basement	36	51
holding	55	69
flashlight	5	9
chuckle	18	22
myself	282	396
checking	41	35
remainder	11	14
misnomer	1	3
ancient	69	59
japanese	243	168
poetry	36	18
fooled	13	39
sounding	22	36
handful	30	36
bette	68	12
davis	136	47
votes	19	18
turned	258	288
delightful	142	20
expect	352	350
formulaic	22	40
surprisingly	192	89
helps	159	57
carried	53	43
brent	22	2
helped	117	78
mainly	119	114
involves	54	66
clever	194	125
perfectly	290	84
hour	233	475
needless	47	56
development	143	234
fast	274	303
paced	130	60
watchable	64	132
expense	10	19
romantic	362	160
deserves	197	172
nicholsons	7	5
shallow	44	118
angelica	1	4
hustons	0	6
drained	3	9
power	292	267
kathleen	16	12
turner	36	36
filthy	20	16
slut	4	18
couldve	34	61
notion	32	33
accept	114	90
nicholson	26	29
falls	204	255
absurd	46	119
strike	36	38
hype	27	64
antonio	24	13
margheritis	2	0
danza	13	2
macabracastle	1	0
eerie	58	24
fronts	6	11
wonderfully	160	25
creepy	202	183
gothic	48	27
vibe	20	8
alan	142	79
foster	49	49
pursues	11	8
interview	47	61
visiting	28	20
edgar	35	20
allan	10	9
poe	16	17
bets	6	3
abandoned	53	63
mansion	47	60
poes	2	7
thomas	86	62
blackwood	7	3
accepting	26	16
wager	5	3
scared	83	89
hell	259	420
crypt	15	10
unbearable	17	60
barbara	108	28
steele	30	6
sinister	56	44
specter	3	1
elisabeth	7	8
castle	139	58
sue	22	34
kramer	4	15
suspicion	18	14
shamed	0	4
participate	15	13
prove	80	86
homophobic	5	12
pedestrian	6	30
keeping	103	51
mouths	10	26
shut	39	63
labeled	16	13
anti	118	177
lifestyle	46	17
reviewing	11	22
sincerity	17	8
believability	10	17
clichs	55	125
hated	50	139
afraid	92	110
gutless	0	3
bomb	37	98
werent	95	197
unbiased	3	4
judgment	22	17
starz	1	6
improved	28	41
lighting	88	133
writers	154	255
apparently	161	420
dollar	30	72
stronger	46	26
super	142	163
advanced	41	18
stealth	4	17
bomber	13	4
invisible	51	70
million	91	137
cost	58	70
billion	8	15
fly	61	83
east	44	52
random	43	182
attempt	178	434
guys	344	466
randomly	11	36
zoom	6	12
skip	58	116
segal	1	17
rank	35	20
snakes	4	41
plane	97	120
loved	675	211
episode	606	372
getting	428	555
punished	11	9
effectively	73	41
accomplice	6	6
columbo	61	46
unpredictable	37	14
resolution	35	46
conclusion	141	163
uncovering	7	2
murderer	52	51
interplay	22	7
falk	42	22
ruth	57	18
gordon	92	56
priceless	35	22
flattered	1	0
lt	11	12
tongue	55	36
cheek	39	24
allusion	4	2
detectives	20	23
fame	80	48
crime	316	159
solver	2	0
installments	7	3
massive	44	72
yawn	3	47
proving	17	23
americans	139	100
hang	42	48
farce	26	47
hodet	0	1
vannet	0	1
errors	15	45
linguistic	0	3
translation	32	35
chains	11	8
skipped	5	18
entirely	147	162
robbing	12	14
farcical	8	9
cheap	121	403
oops	3	13
trousers	4	7
screenwriters	17	27
conference	10	7
summarised	2	0
themes	191	70
abundantly	2	2
inspiring	62	21
deals	114	45
dare	40	40
parental	5	2
figures	76	47
overcome	67	36
embrace	23	10
lifes	28	12
possibilities	32	38
treasured	13	0
savoured	2	1
hyped	19	32
somersault	5	1
mandy	22	13
unkind	5	1
weaving	10	3
bloke	5	16
vintage	26	9
lacklustre	2	7
peaches	5	0
previews	15	24
teen	81	138
generous	20	65
terrible	146	825
sympathy	46	75
morbid	19	20
waiting	159	170
secondly	19	52
relation	35	29
somebody	45	138
explain	99	177
girlish	3	3
boy	485	400
screaming	29	126
pancakes	1	3
lungs	3	6
jackie	106	29
chan	85	24
moves	193	123
biting	16	17
virus	34	56
proceed	12	15
angry	91	117
infected	15	36
redneck	13	17
hunting	54	34
spree	14	22
confusion	45	46
utter	28	114
disbelief	34	72
literally	121	152
loud	112	152
cabin	25	83
fever	38	26
tops	15	17
puke	1	17
brains	24	42
productive	6	10
grass	19	21
grow	93	54
alternative	31	17
okay	128	306
sorry	119	343
anymore	101	92
imitating	11	13
popular	208	136
everyones	37	30
lives	554	302
living	374	270
pick	137	135
nerdy	13	10
marty	34	18
fatal	38	44
pranks	10	17
reunion	48	27
receiving	20	28
knocked	23	31
disappointed	204	328
critical	61	48
cupidgrl	1	0
stephane	4	0
rideau	6	0
tour	63	39
force	168	146
reeds	9	3
frances	25	17
indie	69	47
cedric	35	1
meets	272	124
vacationing	4	1
mathieu	54	0
newcomer	16	17
jamie	41	30
elkaim	5	0
stunning	202	49
nuanced	25	8
ethereal	9	1
beach	61	61
demanding	25	14
aunt	77	28
fractured	6	4
comprised	9	8
lengthy	35	26
flash	36	67
backs	19	26
bits	83	114
pieces	144	129
forward	167	233
movement	75	47
daunting	4	2
sebastien	3	0
lifshitz	8	0
signal	4	13
engrossing	29	7
able	459	342
heart	581	236
uplifting	38	12
ranks	31	32
misfortune	14	23
hit	366	305
festival	137	102
circuit	8	8
austin	40	18
sxsw	4	3
elizabeth	67	35
inside	200	170
staging	14	11
scottish	36	26
macbeth	17	9
producing	33	38
curse	34	50
crisp	27	14
efficient	15	9
treatment	78	67
treachery	5	2
befalls	1	2
troupe	9	6
evocative	7	6
suggest	106	120
gem	173	40
class	319	236
satisfying	94	35
yikes	7	10
transfer	32	34
favours	4	10
peploe	0	1
decide	121	163
treat	148	58
materials	15	7
theatrical	88	52
occasional	65	65
glances	8	6
observing	10	7
jumpy	5	8
reminding	11	9
remind	48	41
overwhelmed	14	6
material	192	255
mira	5	17
sorvinos	0	2
takingly	1	3
stage	253	179
y	17	19
plummy	0	1
merchant	5	5
ivory	11	5
oeuvre	2	6
fiona	7	4
shaw	30	18
pedigree	6	8
handle	43	62
truthful	9	10
shaws	8	2
kingsley	4	12
disengaged	1	2
diana	41	18
riggs	1	1
daughter	299	307
rachel	55	40
stirling	0	1
sadly	114	242
bertoluccis	1	2
magic	185	90
rubbed	2	5
wife	688	556
evidence	54	81
weekly	18	11
nielsen	19	3
ratings	48	56
veronica	4	6
mars	18	31
supposedly	80	160
aired	55	33
twice	124	114
ranked	7	7
lowest	13	39
rated	150	171
nationally	1	2
deservedly	16	7
coverage	11	15
hyping	0	5
nonsense	52	137
reality	374	221
unrealistic	39	97
richly	17	7
canceled	16	12
cw	4	2
compelled	19	34
inaugural	1	1
schedule	17	14
memory	109	87
continued	43	39
commercial	76	75
failure	49	97
crappy	27	122
signing	7	8
advise	18	39
catch	161	111
ward	58	24
gracen	0	1
clintons	0	3
bimbo	6	18
eruptions	1	1
pills	2	13
weakest	29	27
formula	76	69
highlander	2	4
hero	272	297
immortal	19	17
encounters	47	43
flashbacks	71	80
met	99	83
sword	70	54
nick	74	66
wolf	25	52
storyline	205	275
types	72	71
joint	11	9
canadianfrench	0	1
vancouver	8	8
paris	145	49
laughed	102	124
bogdanovich	9	8
recognition	42	14
reasons	181	184
sets	267	235
tone	170	124
appealing	80	60
gazzara	15	2
ritter	58	15
audrey	22	24
hepburn	11	30
breezy	11	5
vein	23	25
screwball	23	9
thirties	25	15
odyssey	29	4
detective	155	96
agency	31	18
fellow	147	82
pot	36	28
roller	27	20
skating	1	6
eccentric	38	22
blaine	17	0
novakthe	1	0
producer	107	109
rich	213	159
tycoon	9	6
magnates	1	1
wifehepburn	1	0
dorothy	54	29
stratten	5	10
murdered	63	85
infamously	3	1
essential	70	28
viewing	299	183
excellence	22	6
beautifully	232	44
noir	214	41
shadows	39	26
stark	41	11
spoil	70	51
presentation	53	44
homosexuals	5	2
pettit	1	0
jeannot	1	1
szwarc	1	1
tragedy	151	65
issue	79	86
torn	62	37
edge	194	87
ran	58	62
spine	24	10
dylans	1	2
gorgeous	154	60
ah	21	50
younger	187	112
sung	38	18
byrds	1	0
k	60	64
spooky	48	35
flaw	48	35
chinese	121	80
hong	85	31
kong	88	60
infamous	51	41
cat	125	173
disappeared	31	28
cambodian	5	5
judge	99	79
lawyer	78	43
arrangements	14	6
divorcing	1	1
threatening	38	42
given	528	603
cops	87	116
locate	16	8
arrest	18	17
police	347	311
officers	40	29
civilians	5	15
killed	264	397
eludes	3	2
race	128	108
cambodia	10	7
stops	53	55
proves	124	96
track	112	128
hide	54	64
dump	10	21
raped	28	50
mistreated	7	4
saves	32	50
persuades	10	2
coaster	28	18
incident	35	37
exceptionally	29	26
breathtaking	92	17
incredible	273	102
unbelievable	66	200
fitting	47	32
brutal	118	70
socks	8	4
eat	57	100
widespread	3	2
including	389	256
recommended	234	58
anthology	24	10
stories	403	299
stuffy	9	6
unifying	3	1
connects	15	3
involve	37	31
investigate	30	42
tenants	15	6
segment	110	50
starred	58	44
denholm	13	1
elliott	25	6
block	35	44
scenery	125	119
elliotts	4	0
vanishes	10	12
steadily	10	3
tale	298	160
serial	126	104
amazingly	56	60
fictional	64	46
psychotic	34	37
disappears	22	22
losing	79	49
cushing	23	5
bachelor	14	19
pining	6	1
died	182	136
ago	353	251
chamber	12	15
horrors	43	28
wax	30	9
museum	43	18
sees	221	114
figure	221	236
reminds	128	68
fascinated	27	20
joss	13	0
ackland	13	0
visits	35	14
entranced	13	2
letdown	12	15
lee	219	232
harsh	66	40
stern	23	13
idiot	26	76
demeanor	16	7
ended	141	195
silliest	2	6
meant	168	213
parody	60	83
jon	74	31
pertwee	15	4
doctor	170	174
temperamental	5	1
portrayals	32	11
dracula	13	51
according	95	93
fit	159	152
pique	2	1
stomps	4	2
props	20	42
vampire	66	165
natural	197	89
vampires	21	130
bazillion	1	1
pertwees	4	0
lees	18	36
recent	198	127
incarnations	7	8
bela	31	21
lugosis	5	5
considering	147	196
charming	196	83
cats	39	40
sums	14	39
admit	175	179
freaked	12	18
seriousness	17	14
spite	62	45
overall	515	355
caricatures	11	31
basis	58	53
instincts	26	10
rely	23	24
greed	34	16
pride	63	38
lust	44	30
anger	81	35
motivate	2	7
argued	11	8
failing	30	43
actuality	11	8
telling	188	177
supernatural	59	65
screenplaynot	0	1
specific	42	43
nicely	137	48
supported	31	18
makeup	35	87
suitable	34	21
alice	61	58
krige	9	5
brady	50	19
otherworldly	7	5
manages	213	153
outsider	18	7
differentokay	0	1
twists	169	95
fan	615	539
rented	50	148
genres	42	38
romance	231	154
western	210	151
canyon	20	22
expecting	170	190
pure	203	161
puberty	7	8
child	405	352
lusted	1	2
leering	6	7
sickening	11	23
fonda	46	11
virtuous	6	6
resist	23	29
attraction	47	40
brooke	14	8
shields	9	9
shoo	0	2
drive	128	153
revolting	2	20
pedophiles	0	5
teenager	64	63
metal	55	52
ruled	20	11
trick	54	53
rocks	48	31
skippy	8	0
gene	95	48
simmons	38	8
kiss	58	42
ozzy	8	4
osbourne	5	5
preacher	8	14
backwards	20	21
vinyl	8	2
use	505	569
records	33	12
eddie	133	46
rockstar	6	2
player	95	83
speakers	7	11
stereo	8	15
possessed	27	46
funniest	147	62
sarcastic	18	17
jealous	43	23
hey	87	156
wearing	81	126
ignored	41	36
axe	9	21
exact	43	75
chop	9	13
premiered	13	11
tbs	1	5
station	106	99
janine	6	8
chasing	41	60
trivia	22	20
buffs	34	24
noted	47	37
debuting	0	1
weekend	33	80
melissa	16	21
inboxes	0	1
warning	70	121
ahhh	1	1
utterly	93	189
addicted	26	19
spoof	38	60
list	161	194
playful	13	8
kitsch	10	3
cartoon	117	179
stills	11	11
enchanting	22	0
peres	1	2
prez	3	2
prado	1	0
mambo	3	1
uncredited	12	9
grunts	4	6
unmistakable	8	6
familiar	211	124
kathy	14	18
najimi	2	0
plus	181	210
teri	10	1
hatcher	6	1
tvs	10	20
superman	56	129
imbued	4	4
injustices	4	2
flung	4	6
various	221	163
actresses	114	88
producers	89	208
daytime	13	16
peeking	4	0
careers	34	31
fashioned	61	32
delicious	27	7
harling	2	0
penned	18	12
riotous	5	1
feels	238	267
gift	48	28
cliched	5	23
dim	11	26
drizzling	1	0
jealousy	23	11
celeste	17	4
talbert	3	0
sally	42	34
field	80	87
shows	917	548
perennial	11	3
nicknamed	2	3
americas	33	31
sweetheart	17	2
emmies	1	0
awards	88	60
introduce	26	25
celestes	6	1
sun	47	54
vain	18	26
fears	55	18
contrary	37	36
wins	62	40
overjoyed	3	0
genuine	97	60
thrill	39	29
won	196	96
nguh	1	0
absence	34	39
instantly	46	34
neuroses	6	1
cries	11	19
screeches	3	5
wrings	1	1
hands	190	192
dresser	3	1
tawnee	3	0
constantly	134	117
waddling	2	1
fog	24	18
paranoia	34	18
indulges	4	3
taste	129	138
tammy	3	4
faye	4	17
baker	52	44
specifically	31	28
rosie	9	13
schwartz	2	0
whoopi	31	17
goldberg	36	34
head	403	538
support	149	93
networks	8	14
